run_prefix,dataset,model,failure_label,failure_steps,status,num_seeds,ref_goodput,blk_goodput,ovl_goodput,blk_vs_ref_pct,ovl_vs_ref_pct,ovl_vs_blk_pct,blk_wall_sec,ovl_wall_sec,ovl_minus_blk_wall_sec,blk_stall_sec,ovl_stall_sec,ovl_minus_blk_stall_sec,blk_snapshot_sec,ovl_snapshot_sec,blk_write_sec,ovl_write_sec,blk_loss_diff,ovl_loss_diff,ovl_minus_blk_loss_diff,blk_restarts,ovl_restarts
exp4_matrix_20260215_151709_cifar10_resnet18_fbase_k50_m4,cifar10,resnet18,base,"400,1200",skipped_exists,1,11.728879879215135,11.30228115186419,11.572050892358263,-3.6371651150330697,-1.3371181943366173,2.386860996194362,141.5643424987793,138.26416897773743,-3.30017352104187,11.069861767347902,6.127344891778193,-4.942516875569709,0.021699890960007906,0.024624967365525663,10.919160468154587,0.8727009900612757,0.11050603196024894,0.11150826960802078,0.0010022376477718392,2.0,2.0
exp4_matrix_20260215_151709_cifar10_resnet18_flate_k50_m4,cifar10,resnet18,late,"800,1400",skipped_exists,1,13.322988357049656,11.214306985472135,11.240754929753288,-15.827390335155133,-15.62887673165747,0.23584109401870723,142.67488861083984,142.33919429779053,-0.3356943130493164,10.822092527057976,5.881833159131929,-4.940259367926046,0.020750589901581407,0.02127027150709182,10.68486475024838,0.8485498619265854,0.10388307409361004,0.10640020104125142,0.0025171269476413766,2.0,2.0
exp4_matrix_20260215_151709_cifar10_resnet50_fbase_k50_m4,cifar10,resnet50,base,"400,1200",skipped_exists,1,8.574328786801262,6.722161791191809,6.857560673693627,-21.60130596415375,-20.022186643347652,2.0142163593746654,238.0186686515808,233.3191168308258,-4.699551820755005,24.282534724799916,9.751690504257567,-14.530844220542349,0.04166814289055765,0.04000688891392201,24.108155623660423,1.8187960039358586,0.03777170896530151,0.03777170896530151,0.0,2.0,2.0
exp4_matrix_20260215_151709_cifar10_resnet50_flate_k50_m4,cifar10,resnet50,late,"800,1400",skipped_exists,1,7.2258543770720705,6.605791325104758,6.802992468790563,-8.581172822065131,-5.852067952313922,2.985276615329324,242.21170806884766,235.19061756134033,-7.021090507507324,24.719190350268036,10.1076445375802,-14.611545812687837,0.041164900874719024,0.03886202012654394,24.49970226525329,1.9490958609385416,0.024609622955322267,0.024609622955322267,0.0,2.0,2.0
exp4_matrix_20260215_151709_cifar100_resnet18_fbase_k50_m4,cifar100,resnet18,base,"400,1200",completed,1,14.976953368175094,12.578950251756366,12.744267989461658,-16.011287859881474,-14.907473661884563,1.3142411282071054,127.19662356376648,125.54663801193237,-1.6499855518341064,11.175025002332404,5.195642350940034,-5.9793826513923705,0.021742502227425575,0.021735243848524988,10.986805811990052,0.9362256788881496,0.09059908024966717,0.09451942764222622,0.003920347392559045,2.0,2.0
exp4_matrix_20260215_151709_cifar100_resnet18_flate_k50_m4,cifar100,resnet18,late,"800,1400",completed,1,14.565676239624384,12.297896631733446,12.747096733094018,-15.569339662525817,-12.485376419277483,3.6526579691803507,130.10354924201965,125.51877760887146,-4.584771633148193,11.795908308122307,5.101918732980266,-6.693989575142041,0.023079003090970218,0.020588745013810694,11.607648807112128,0.8684961340622976,0.09728074878454208,0.09696481719613076,-0.00031593158841132507,2.0,2.0
exp4_matrix_20260215_151709_cifar100_resnet50_fbase_k50_m4,cifar100,resnet50,base,"400,1200",completed,1,8.644376727253412,7.627695567795009,7.86374349237699,-11.761185236791905,-9.030532327626284,3.09461648651268,209.76191115379333,203.46543622016907,-6.296474933624268,24.210268969996832,10.272810388822109,-13.937458581174724,0.04176542616914958,0.041359473834745586,24.00376294751186,1.8294380150036886,0.03716739654541015,0.03716739654541015,0.0,2.0,2.0
exp4_matrix_20260215_151709_cifar100_resnet50_flate_k50_m4,cifar100,resnet50,late,"800,1400",completed,1,8.387946358791218,7.298839774039105,7.317885699560279,-12.984186333173742,-12.757123298832651,0.2609445625716633,219.21292281150818,218.64238739013672,-0.57053542137146,26.61259754584171,10.484207525965758,-16.12839001987595,0.04705503291916102,0.05385696003213525,26.418517264770344,1.9257087531732395,0.026190757751464844,0.026190757751464844,0.0,2.0,2.0
